ID,±êÊ¶,M±êÊ¶,ÍØÕ¹Ãû,×é¼þ,Class,ÒµÓàÅÅÃû,ÖÐÎÄÃû,ÀàÐÍ,º¬ÖØ¸´ÀàÐÍ,ÐÎÌ¬,ÐÇ×ù(Zh),ÐÇ×ù(En),³à¾­(J2000),³à¾­D(J2000),³àÎ³(J2000),³àÎ³D(J2000),¿É¼û¹âÐÇµÈV,ÉãÓ°(À¶¹â)ÐÇµÈB,B-V,±íÃæÁÁ¶È(mag/arcmin2),³¤Öá(·Ö),¶ÌÖá(·Ö),·½Î»½Ç,ÏêÏ¸ÃèÊö,¼òÂÔÃèÊö
3894,NGC3894,NGC3894,,,I 248,12,,Gxy,Gxy,E4,´óÐÜ×ù,UMA,11h48m50.2s,11.81394444,+59h24m59s,59.41638889,11.6,12.6,1,13.3,2.8,1.7,20,"bright, pretty large, irregularly round, pretty gradually much brighter middle, western of 2","B, pL, iR, pgmbM, p of 2"
3895,NGC3895,NGC3895,,,II 832,15,,Gxy,Gxy,SBa,´óÐÜ×ù,UMA,11h49m3.8s,11.81772222,+59h25m59s,59.43305556,13.1,14,0.9,13.2,1.1,0.8,116,"pretty faint, pretty large, very little extended, gradually brighter middle, eastern of 2","pF, pL, vlE, gbM, f of 2"
3896,NGC3896,NGC3896,,,II 739,9,,Gxy,Gxy,SB0-a,´óÐÜ×ù,UMA,11h48m56.3s,11.81563889,+48h40m29s,48.67472222,12.9,13.8,0.9,13.1,1.5,1,126,"faint, very small","F, vS"
3897,NGC3897,NGC3897,,,II 408,15,,Gxy,Gxy,SBbc,´óÐÜ×ù,UMA,11h48m59.4s,11.8165,+35h0m57s,35.01583333,12.9,13.6,0.7,14.2,1.9,1.9,,"faint, small, round, brighter middle","F, S, R, bM"
3898,NGC3898,NGC3898,,,I 228,6,,Gxy,Gxy,Sab,´óÐÜ×ù,UMA,11h49m15.3s,11.82091667,+56h5m5s,56.08472222,10.7,11.6,0.9,13.2,4.4,2.6,107,"bright, pretty large, a little extended, suddenly very much brighter middle","B, pL, lE, svmbM"
3899,NGC3899,NGC3899,,,,16,,Gxy,Dup,SBb,Ê¨×Ó×ù,LEO,11h50m4.5s,11.83458333,+26h28m49s,26.48027778,12.4,13.2,0.8,12.6,1.5,0.9,5,"pretty bright, round, suddenly much brighter middle","pB, R, smbM"
3900,NGC3900,NGC3900,,,I 82,6,,Gxy,Gxy,S0-a,Ê¨×Ó×ù,LEO,11h49m9.3s,11.81925,+27h1m18s,27.02166667,11.4,12.2,0.8,13.1,3.2,1.7,2,"bright, pretty large, very little extended 0¡ã¡À, brighter middle and nucleus","B, pL, vlE 0¡ã ¡À, bMN"
3901,NGC3901,NGC3901,,,III 970,15,,Gxy,Gxy,Sc,Â¹±ª×ù,CAM,11h42m49.2s,11.71366667,+77h22m22s,77.37277778,13.7,14.4,0.7,13.9,1.8,0.8,165,"pretty faint, pretty large, mottled but not resolved. Place doubtful","pF, pL, r, Place doubtful"
3902,NGC3902,NGC3902,,,III 321,15,,Gxy,Gxy,SBbc,Ê¨×Ó×ù,LEO,11h49m18.7s,11.82186111,+26h7m18s,26.12166667,12.8,13.6,0.8,13.5,1.6,1.3,85,"faint, pretty small, a little extended, very gradually a little brighter middle","F, pS, lE, vglbM"
3903,NGC3903,NGC3903,,,,16,,Gxy,Gxy,SBc,°ëÈËÂí×ù,CEN,11h49m3.3s,11.81758333,-37h31m2s,-37.51722222,12.8,13.5,0.7,12.8,1.1,1,116,"pretty bright, considerably small, very little extended, a little brighter middle","pB, cS, vlE, lbM"
3904,NGC3904,NGC3904,,,II 864,12,,Gxy,Gxy,E2,³¤Éß×ù,HYA,11h49m13.2s,11.82033333,-29h16m37s,-29.27694444,10.9,11.8,0.9,12.7,2.7,2,8,"pretty bright, small, round, much brighter middle","pB, S, R, mbM"
3905,NGC3905,NGC3905,,,,19,,Gxy,Gxy,SBbc,¾Þ¾ô×ù,CRT,11h49m4.9s,11.81802778,-9h43m44s,-9.728888889,12.8,13.4,0.6,13.7,1.9,1.4,106,"very faint, large, diffuse","vF, L, dif"
3906,NGC3906,NGC3906,,,III 715,15,,Gxy,Gxy,SBcd,´óÐÜ×ù,UMA,11h49m40.2s,11.82783333,+48h25m32s,48.42555556,12.9,13.8,0.9,14,1.8,1.7,0,"extremely faint, pretty large","eF, pL"
3907,NGC3907,NGC3907,,,,16,,Gxy,Gxy,E-S0,ÊÒÅ®×ù,VIR,11h49m30.1s,11.82502778,-1h5m10s,-1.086111111,13.1,14.1,1,13.1,1.2,0.8,40,"extremely faint, small, pretty suddenly brighter middle","eF, S, psbM"
3908,NGC3908,NGC3908,,,,19,,Gxy,Gxy,E0,Ê¨×Ó×ù,LEO,11h49m52.6s,11.83127778,+12h11m11s,12.18638889,15,16,1,12.9,0.4,0.4,,"faint, very small, round, much brighter middle","F, vS, R, mbM"
3909,NGC3909,NGC3909,,,,13,,OCL,OCL,OCL,°ëÈËÂí×ù,CEN,11h49m30s,11.825,-48h15m54s,-48.265,99,99,99,99,20,,,"a cluster, very large, a little compressed, stars from 9th to 14th magnitude","Cl, vL, lC, st 9¡­14"
3910,NGC3910,NGC3910,,,,18,,Gxy,Gxy,E-S0,Ê¨×Ó×ù,LEO,11h49m59.3s,11.83313889,+21h20m2s,21.33388889,12.8,13.8,1,13.4,1.6,1.2,150,"small, round, much brighter middle, 10th or 11th magnitude star 50 arcsec to north","S, R, mbM, * 10¡¤11 n 50"""
3911,NGC3911,NGC3911,,,III 341,16,,Gxy,Gxy,SBbc,Ê¨×Ó×ù,LEO,11h50m5.9s,11.83497222,+24h55m13s,24.92027778,14.5,15.3,0.8,14.1,1,0.8,110,"very faint, small, western of 2","vF, S, p of 2"
3912,NGC3912,NGC3912,,,II 342,6,,Gxy,Gxy,SBb,Ê¨×Ó×ù,LEO,11h50m4.5s,11.83458333,+26h28m49s,26.48027778,12.4,13.2,0.8,12.6,1.5,0.9,5,"faint, pretty large, round, pretty gradually brighter middle","F, pL, R, pgbM"
3913,NGC3913,NGC3913,,,II 786,12,,Gxy,Gxy,Sd,´óÐÜ×ù,UMA,11h50m38.4s,11.844,+55h21m14s,55.35388889,12.6,13.2,0.6,14.5,2.6,2.6,,"faint, extended","F, E"
3914,NGC3914,NGC3914,,,III 90,15,,Gxy,Gxy,SBb,ÊÒÅ®×ù,VIR,11h50m32.6s,11.84238889,+6h34m3s,6.5675,13.2,14,0.8,12.6,1.1,0.6,40,"faint, very small, round, a little brighter middle, 13th magnitude star 80 arcsec to northwest","F, vS, R, lbM, * 13 np 80"""
3915,NGC3915,NGC3915,,,III 113,15,,Gxy,Gxy,S0-a,ÊÒÅ®×ù,VIR,11h49m24.2s,11.82338889,-5h7m5s,-5.118055556,13.9,14.8,0.9,13.2,1.5,0.4,99,"extremely faint, extremely small, between 2 stars","eF, eS, bet 2 st"
3916,NGC3916,NGC3916,,,II 787,12,,Gxy,Gxy,Sb,´óÐÜ×ù,UMA,11h50m51.2s,11.84755556,+55h8m37s,55.14361111,13.9,14.7,0.8,13.2,1.5,0.4,45,"extremely faint, round, gradually brighter middle","eF, R, gbM"
3917,NGC3917,NGC3917,,,II 824,9,,Gxy,Gxy,Sc,´óÐÜ×ù,UMA,11h50m45.6s,11.846,+51h49m29s,51.82472222,11.8,12.5,0.7,13.6,5,1.1,77,"faint, large, very much extended, very gradually brighter middle","F, L, vmE, vgbM"
3918,NGC3918,NGC3918,,,,5,À¶ÐÐÐÇ×´ÐÇÔÆ,PN,PN,PN,°ëÈËÂí×ù,CEN,11h50m17.8s,11.83827778,-57h10m55s,-57.18194444,8.1,8.4,99,99,0.38,,,"a planetary nebula, a remarkable object, small, round, blue, = to a 7th magnitude star, diameter = 1.5 seconds of time","planetary, !, S, R, blue, = * 7m, d=1s.5"
3919,NGC3919,NGC3919,,,,18,,Gxy,Gxy,E0,Ê¨×Ó×ù,LEO,11h50m41.5s,11.84486111,+20h0m56s,20.01555556,13.3,14.3,1,13.1,0.9,0.9,,"faint, small, round","F, S, R"
3920,NGC3920,NGC3920,,,,15,,Gxy,Gxy,SBbc,Ê¨×Ó×ù,LEO,11h49m22.1s,11.82280556,+24h56m19s,24.93861111,13.3,14.1,0.8,13.2,1,1,,"nebula, eastern of 2","Neb, f of 2"
3921,NGC3921,NGC3921,,,II 788,12,,Gxy,Gxy,S0-a,´óÐÜ×ù,UMA,11h51m6.8s,11.85188889,+55h4m46s,55.07944444,12.4,13.1,0.7,13.4,2.1,1.3,20,"pretty faint, small, round, pretty suddenly pretty much brighter middle","pF, S, R, pspmbM"
3922,NGC3922,NGC3922,,,III 716,15,,Gxy,Gxy,S0-a,´óÐÜ×ù,UMA,11h51m13.4s,11.85372222,+50h9m24s,50.15666667,12.8,13.7,0.9,12.9,1.7,0.8,38,"very faint, very small","vF, vS"
3923,NGC3923,NGC3923,,,I 259,3,,Gxy,Gxy,E4,³¤Éß×ù,HYA,11h51m1.6s,11.85044444,-28h48m21s,-28.80583333,9.8,10.8,1,13.2,5.9,3.9,50,"bright, pretty large, a little extended, gradually much brighter middle, mottled but not resolved, very small (faint) star involved on southwest","B, pL, lE, gmbM, r, vS * sp inv"
3924,NGC3924,NGC3924,,,II 825,15,,Gxy,Dup,S0-a,´óÐÜ×ù,UMA,11h51m13.4s,11.85372222,+50h9m24s,50.15666667,12.8,13.7,0.9,12.9,1.7,0.8,38,"very faint, very small","pB, S, iF, bM"
3925,NGC3925,NGC3925,,,,18,,Gxy,Gxy,Sb,Ê¨×Ó×ù,LEO,11h51m20.9s,11.85580556,+21h53m19s,21.88861111,14.5,15.3,0.8,13.2,0.7,0.5,3,"very faint, very small","vF, vS"
3926,NGC3926,NGC3926,A,,III 379,15,,Gxy,Gxy,E-S0,Ê¨×Ó×ù,LEO,11h51m26.5s,11.85736111,+22h1m42s,22.02833333,14.3,15.3,1,12.6,0.5,0.4,117,"extremely faint, extremely small, very little extended, extremely mottled but not resolved, star near","eF, eS, vlE, er, st nr"
3927,NGC3927,NGC3927,,,,18,,Gxy,Dup,E-S0,Ê¨×Ó×ù,LEO,11h31m41.9s,11.52830556,+28h9m14s,28.15388889,13.2,14.2,1,13,1.2,0.8,125,"pretty faint, pretty small","pF, pS"
3928,NGC3928,NGC3928,,,II 740,14,Î¢ÂÝÐýÐÇÏµ,Gxy,Gxy,E0,´óÐÜ×ù,UMA,11h51m47.6s,11.86322222,+48h40m59s,48.68305556,12.6,13.2,0.6,13.4,1.5,1.5,,"pretty faint, small, round, pretty suddenly pretty much brighter middle","pF, S, R, pspmbM"
3929,NGC3929,NGC3929,,,,18,,Gxy,Gxy,E3,Ê¨×Ó×ù,LEO,11h51m42.5s,11.86180556,+21h0m12s,21.00333333,14,15,1,12.4,0.6,0.4,80,"a cluster, small, stars faint, very compressed","Cl, S, st F, vC"
3930,NGC3930,NGC3930,,,III 616,15,,Gxy,Gxy,SBc,´óÐÜ×ù,UMA,11h51m45.7s,11.86269444,+38h0m52s,38.01444444,12.4,13.1,0.7,14.5,3,2.3,30,"extremely faint, considerably large, irregular figure, gradually a little brighter middle, 7th magnitude star to east","eF, cL, iF, glbM, * 7 f"
3931,NGC3931,NGC3931,,,III 769,15,,Gxy,Gxy,E-S0,´óÐÜ×ù,UMA,11h51m13.4s,11.85372222,+52h0m5s,52.00138889,13.4,14.4,1,13.2,1.1,0.9,160,"a planetary nebula, a remarkable object, small, round, blue, = to a 7th magnitude star, diameter = 1.5 seconds of time","eF, S"
3932,NGC3932,NGC3932,,,,18,,Star(s),Star(s),*,´óÐÜ×ù,UMA,11h51m53s,11.86472222,+48h40m3s,48.6675,99,13.6,99,99,,,,"very faint, very difficult, II 740 to northwest","vF, v diffic, II 740 np"
3933,NGC3933,NGC3933,,,,18,,Gxy,Gxy,S?,Ê¨×Ó×ù,LEO,11h52m1.9s,11.86719444,+16h48m36s,16.81,13.6,14.3,0.7,13,1.1,0.6,83,"pretty faint, a little extended","pF, lE"
3934,NGC3934,NGC3934,,,,18,,Gxy,Gxy,Sb,Ê¨×Ó×ù,LEO,11h52m12.5s,11.87013889,+16h51m6s,16.85166667,13.6,14.4,0.8,13.6,1.1,1,66,"extremely faint, round","eF, R"
3935,NGC3935,NGC3935,,,,16,,Gxy,Gxy,Sb,´óÐÜ×ù,UMA,11h52m23.9s,11.87330556,+32h24m16s,32.40444444,13.3,14.1,0.8,12.5,1.1,0.5,114,"pretty faint, small, a little extended, pretty suddenly brighter middle","pF, S, lE, psbM"
3936,NGC3936,NGC3936,,,,12,,Gxy,Gxy,SBbc,³¤Éß×ù,HYA,11h52m20.4s,11.87233333,-26h54m21s,-26.90583333,12.1,12.9,0.8,12.9,3.9,0.7,63,"very faint, considerably large, very much extended 59¡ã","vF, cL, vmE 59¡ã"
3937,NGC3937,NGC3937,,,III 389,15,,Gxy,Gxy,E-S0,Ê¨×Ó×ù,LEO,11h52m42.6s,11.8785,+20h37m54s,20.63166667,12.5,13.4,0.9,13.5,1.8,1.6,15,"very faint, considerably small, round","vF, cS, R"
3938,NGC3938,NGC3938,,,I 203,6,,Gxy,Gxy,Sc,´óÐÜ×ù,UMA,11h52m49.2s,11.88033333,+44h7m17s,44.12138889,10.4,10.9,0.5,13.8,5.4,4.9,0,"bright, very large, round, brighter middle and pretty bright nucleus, extremely mottled but not resolved","B, vL, R, bMpBN, er"
3939,NGC3939,NGC3939,,,III 971,15,,Gxy,Dup,Sc,ÌìÁú×ù,DRA,11h49m19.5s,11.82208333,+74h18m7s,74.30194444,13.3,14,0.7,12.9,0.9,0.9,,"extremely faint, very small, round (Place doubtful)","eF, vS, R (Place doubtful)"
3940,NGC3940,NGC3940,,,III 380,15,,Gxy,Gxy,E1,Ê¨×Ó×ù,LEO,11h52m46.5s,11.87958333,+20h59m23s,20.98972222,12.8,13.8,1,13.9,1.7,1.6,99,"very faint, considerably small, round","vF, cS, R"
3941,NGC3941,NGC3941,,,I 173,6,,Gxy,Gxy,SB0,´óÐÜ×ù,UMA,11h52m55.3s,11.88202778,+36h59m13s,36.98694444,10.3,11.3,1,12.5,3.5,2.5,10,"very bright, pretty large, round, suddenly much brighter middle equal to 9th magnitude star","vB, pL, R, smbM * 9"
3942,NGC3942,NGC3942,,,,19,,Gxy,Gxy,Sc,¾Þ¾ô×ù,CRT,11h51m30s,11.85833333,-11h25m29s,-11.42472222,13.2,13.9,0.7,13.1,1.5,0.9,127,"extremely faint, pretty small, extended 160¡ã, gradually a very little brighter middle","eF, pS, E 160¡ã, gvlbM"
3943,NGC3943,NGC3943,,,,18,,Gxy,Gxy,S,Ê¨×Ó×ù,LEO,11h52m56.6s,11.88238889,+20h28m45s,20.47916667,13.4,14.2,0.8,13.4,1.1,1.1,,"pretty faint, pretty small, extended, 8th magnitude star 24 seconds to west","pF, pS, E, * 8 p 24s"
3944,NGC3944,NGC3944,,,III 322,15,,Gxy,Gxy,E-S0,Ê¨×Ó×ù,LEO,11h53m5s,11.88472222,+26h12m27s,26.2075,12.9,13.9,1,13.2,1.4,1.1,25,"pretty faint, pretty small, round, pretty suddenly brighter middle","pF, pS, R, psbM"
3945,NGC3945,NGC3945,,,I 251,6,,Gxy,Gxy,SB0,´óÐÜ×ù,UMA,11h53m13.4s,11.88705556,+60h40m31s,60.67527778,10.9,11.8,0.9,13.8,5.2,3.5,160,"bright, pretty large, round, gradually much brighter middle, mottled but not resolved, 12th magnitude star to southwest","B, pL, R, gmbM, r, * 12 sp"
3946,NGC3946,NGC3946,,,,19,,Gxy,Gxy,S0-a,Ê¨×Ó×ù,LEO,11h53m20.6s,11.88905556,+21h1m17s,21.02138889,14.3,15.2,0.9,12.9,0.5,0.4,90,"very faint, very little brighter middle, diffuse","vF, vlbM, dif"
3947,NGC3947,NGC3947,,,II 403,15,,Gxy,Gxy,SBb,Ê¨×Ó×ù,LEO,11h53m20.3s,11.88897222,+20h45m6s,20.75166667,13.2,13.9,0.7,13.6,1.4,1.2,90,"faint, pretty small, irregularly extended, a little brighter middle, double star to west","F, pS, iE, lbM, ** p"
3948,NGC3948,NGC3948,,,,19,,Star(s),Star(s),*,Ê¨×Ó×ù,LEO,11h53m36.6s,11.8935,+20h57m4s,20.95111111,99,13.4,99,99,,,,"very faint, stellar","vF, stellar"
3949,NGC3949,NGC3949,,,I 202,6,,Gxy,Gxy,Sbc,´óÐÜ×ù,UMA,11h53m41.4s,11.89483333,+47h51m36s,47.86,11.1,11.5,0.4,12.6,2.9,1.7,120,"considerably bright, pretty large, pretty much extended, very gradually brighter middle","cB, pL, pmE, vgbM"
3950,NGC3950,NGC3950,,,,18,,Gxy,Gxy,E?,´óÐÜ×ù,UMA,11h53m41.1s,11.89475,+47h53m6s,47.885,15.7,16.7,1,13.2,0.3,0.3,,"extremely faint, 2.6 arcmin north of h 1009","eF, 2'.6 n of h 1009"
3951,NGC3951,NGC3951,,,III 342 ,15,,Gxy,Gxy,S?,Ê¨×Ó×ù,LEO,11h53m41.3s,11.89480556,+23h22m56s,23.38222222,13.6,14.3,0.7,12.9,1.1,0.5,172,"very faint, considerably small, very little extended","vF, cS, vlE"
3952,NGC3952,NGC3952,,,III 612,13,,Gxy,Gxy,Sm,ÊÒÅ®×ù,VIR,11h53m40.1s,11.89447222,-3h59m50s,-3.997222222,13.1,13.5,0.4,13,1.6,0.6,78,"considerably faint, considerably small, a little extended 90¡ã¡À, brighter middle, mottled but not resolved","cF, cS, lE 90¡ã ¡À, bM, r"
3953,NGC3953,NGC3953,,,V 45,6,,Gxy,Gxy,SBbc,´óÐÜ×ù,UMA,11h53m48.4s,11.89677778,+52h19m30s,52.325,10.1,10.8,0.7,13.4,6.9,3.6,13,"considerably bright, large, extended 0¡ã¡À, very suddenly brighter middle and large mottled but not resolved nucleus","cB, L, E 0¡ã ¡À, vsbMLrN"
3954,NGC3954,NGC3954,,,III 381,15,,Gxy,Gxy,C,Ê¨×Ó×ù,LEO,11h53m41.7s,11.89491667,+20h52m57s,20.8825,13.7,14.7,1,12.9,0.7,0.7,,"extremely faint, round","eF, R"
3955,NGC3955,NGC3955,,,II 623,9,,Gxy,Gxy,S0-a,¾Þ¾ô×ù,CRT,11h53m57.2s,11.89922222,-23h9m52s,-23.16444444,12,12.6,0.6,12.9,3.1,1,165,"considerably faint, small, extended 170¡ã¡À, a little brighter on the south","cF, S, E 170¡ã ¡À, lbs"
3956,NGC3956,NGC3956,,,III 290,13,,Gxy,Gxy,SBc,¾Þ¾ô×ù,CRT,11h54m0.9s,11.90025,-20h34m0s,-20.56666667,12,12.7,0.7,13.2,3.3,1,58,"considerably faint, pretty large, pretty much extended 57¡ã","cF, pL, pmE 57¡ã"
3957,NGC3957,NGC3957,,,II 294,15,,Gxy,Gxy,S0-a,¾Þ¾ô×ù,CRT,11h54m1.5s,11.90041667,-19h34m8s,-19.56888889,11.8,12.7,0.9,12.5,2.9,0.7,173,"faint, small, extended, mottled but not resolved","F, S, E, r"
3958,NGC3958,NGC3958,,,II 833,12,,Gxy,Gxy,SBa,´óÐÜ×ù,UMA,11h54m33.5s,11.90930556,+58h22m0s,58.36666667,13,13.8,0.8,12.8,1.3,0.5,28,"pretty faint, pretty small, pretty much extended, very gradually brighter middle","pF, pS, pmE, vgbM"
3959,NGC3959,NGC3959,,,,19,,Gxy,Gxy,SBa,¾Þ¾ô×ù,CRT,11h54m37.6s,11.91044444,-7h45m23s,-7.756388889,13.7,14.6,0.9,13.5,1.1,0.9,35,"very faint, small, between 2 very faint stars","vF, S, bet 2 vF st"
3960,NGC3960,NGC3960,,,,3,,OCL,OCL,I2m,°ëÈËÂí×ù,CEN,11h50m33.1s,11.84252778,-55h40m35s,-55.67638889,8.3,99,99,99,7,,,"a cluster, pretty large, pretty rich, gradually pretty much brighter middle, stars 13th magnitude","Cl, pL, pRi, gpmbM, st 13"
3961,NGC3961,NGC3961,,,III 905,15,,Gxy,Gxy,SBa,ÌìÁú×ù,DRA,11h54m57.5s,11.91597222,+69h19m47s,69.32972222,13.5,14.4,0.9,13.9,1.3,1.3,,"extremely faint, very small","eF, vS"
3962,NGC3962,NGC3962,,,I 67,6,,Gxy,Gxy,E1,¾Þ¾ô×ù,CRT,11h54m39.8s,11.91105556,-13h58m29s,-13.97472222,10.7,11.6,0.9,12.5,2.6,2.2,10,"considerably bright, pretty large, irregularly round, gradually much brighter middle, in a triangle with 2 stars","cB, pL, iR, gmbM, ¦¤ 2 st"
3963,NGC3963,NGC3963,,,IV 67,12,,Gxy,Gxy,SBbc,´óÐÜ×ù,UMA,11h54m58.8s,11.91633333,+58h29m36s,58.49333333,11.9,12.5,0.6,13.9,2.7,2.4,36,"pretty faint, considerably large, round, very gradually then suddenly brighter middle","pF, cL, R, vg, sbM"
3964,NGC3964,NGC3964,,,,16,,Gxy,Gxy,S0,Ê¨×Ó×ù,LEO,11h54m53.4s,11.91483333,+28h15m46s,28.26277778,14,15,1,13.6,0.9,0.7,76,"very faint, small, extended, 10th magnitude star attached on northeast","vF, S, E, * 10 nf att"
3965,NGC3965,NGC3965,,,,19,,Gxy,Gxy,S,¾Þ¾ô×ù,CRT,11h54m23.1s,11.90641667,-10h51m59s,-10.86638889,15.7,16.5,0.8,13.5,0.5,0.3,115,"extremely faint, extremely small, round, brighter middle and nucleus, 9.5 magnitude star 4 arcmin to northwest","eF, eS, R, bMN, * 9.5 np 4'"
3966,NGC3966,NGC3966,,,,18,,Gxy,Dup,S0-a,´óÐÜ×ù,UMA,11h56m44.2s,11.94561111,+32h1m17s,32.02138889,12.7,13.6,0.9,13.4,3.1,0.7,110,"faint, pretty large, a little extended, brighter middle, 12th magnitude star to west","F, pL, lE, bM, * 12 p"
3967,NGC3967,NGC3967,,,,19,,Gxy,Gxy,E-S0,¾Þ¾ô×ù,CRT,11h55m10.3s,11.91952778,-7h50m35s,-7.843055556,13.4,14.4,1,13.1,1,0.7,120,"very faint, small, faint star close to west","vF, S, F * close p"
3968,NGC3968,NGC3968,,,II 162,15,,Gxy,Gxy,SBbc,Ê¨×Ó×ù,LEO,11h55m28.7s,11.92463889,+11h58m7s,11.96861111,11.8,12.6,0.8,13.4,2.7,1.9,10,"pretty bright, large, irregularly round, brighter middle, 10th magnitude star 3 arcmin distant at position angle 65¡ã","pB, L, iR, bM, * 10, 65¡ã, 3'"
3969,NGC3969,NGC3969,,,,19,,Gxy,Gxy,SB0-a,¾Þ¾ô×ù,CRT,11h55m9.1s,11.91919444,-18h55m38s,-18.92722222,12.9,13.8,0.9,13,1.4,0.9,64,"extremely faint, very small, gradually brighter middle and nucleus, 10th magnitude star 4 arcmin to northwest","eF, vS, gbMN, * 10 np 4'"
3970,NGC3970,NGC3970,,,,16,,Gxy,Gxy,S0,¾Þ¾ô×ù,CRT,11h55m28.1s,11.92447222,-12h3m41s,-12.06138889,13.4,14.4,1,13.1,1.2,0.5,98,"faint, small, round, pretty suddenly brighter middle, western of 2","F, S, R, psbM, p of 2"
3971,NGC3971,NGC3971,,,II 724,15,,Gxy,Gxy,S0,´óÐÜ×ù,UMA,11h55m36.3s,11.92675,+29h59m45s,29.99583333,12.7,13.7,1,13.1,1.4,1.2,30,"pretty faint, very small, round, brighter middle","pF, vS, R, bM"
3972,NGC3972,NGC3972,,,II 789,12,,Gxy,Gxy,SBbc,´óÐÜ×ù,UMA,11h55m45.3s,11.92925,+55h19m12s,55.32,12.3,13,0.7,13.8,3.7,1,120,"pretty bright, extended","pB, E"
3973,NGC3973,NGC3973,,,,18,,Gxy,Gxy,S,Ê¨×Ó×ù,LEO,11h55m37s,11.92694444,+11h59m50s,11.99722222,15,15.8,0.8,12.5,0.4,0.3,12,"extremely faint, extremely small, 10th magnitude star 1 arcmin to southeast (requires verification)","eF, eS, * 10 1' sf (requires verification)"
3974,NGC3974,NGC3974,,,,16,,Gxy,Gxy,SB0-a,¾Þ¾ô×ù,CRT,11h55m40.1s,11.92780556,-12h1m38s,-12.02722222,13.4,14.3,0.9,13.6,1.2,1.1,10,"very faint, small, round, brighter middle, eastern of 2","vF, S, R, bM, f of 2"
3975,NGC3975,NGC3975,,,,18,,Gxy,Gxy,Sb,´óÐÜ×ù,UMA,11h55m53.7s,11.93158333,+60h31m47s,60.52972222,15.3,16.1,0.8,13.5,0.7,0.3,95,"very faint, very small, II 840 seventeen seconds of time to the east","vF, vS, II 840 f 17s"
3976,NGC3976,NGC3976,,,II 132,13,,Gxy,Gxy,SBb,ÊÒÅ®×ù,VIR,11h55m57.2s,11.93255556,+6h44m54s,6.748333333,11.5,12.3,0.8,13,3.8,1.2,53,"bright, pretty large, considerably extended 30¡ã, very suddenly much brighter middle and nucleus","B, pL, cE 30¡ã, vsmbMN"
3977,NGC3977,NGC3977,,,II 790,12,,Gxy,Gxy,Sab,´óÐÜ×ù,UMA,11h56m7.3s,11.93536111,+55h23m27s,55.39083333,13.4,14.2,0.8,14.3,1.5,1.4,9,"faint, small","F, S"
3978,NGC3978,NGC3978,,,II 840,15,,Gxy,Gxy,SBbc,´óÐÜ×ù,UMA,11h56m10.6s,11.93627778,+60h31m22s,60.52277778,12.7,13.3,0.6,13.5,1.7,1.5,27,"considerably faint, small, a little extended, brighter middle, 8th magnitude star 6 arcmin distant at position angle 90¡ã","cF, S, lE, bM, * 8 90¡ã, 6'"
3979,NGC3979,NGC3979,,,,19,,Gxy,Gxy,S0,ÊÒÅ®×ù,VIR,11h56m1.1s,11.93363889,-2h43m14s,-2.720555556,12.9,13.9,1,12.8,1.1,0.9,112,"pretty faint, 11th or 12th magnitude star to northeast","pF, * 11¡¤12 nf"
3980,NGC3980,NGC3980,,,,19,,Gxy,Dup,Sab,´óÐÜ×ù,UMA,11h56m7.3s,11.93536111,+55h23m27s,55.39083333,13.4,14.2,0.8,14.3,1.5,1.4,9,"faint, small","eF, pL, E, D * nr"
3981,NGC3981,NGC3981,,,III 274,13,,Gxy,Gxy,SBbc,¾Þ¾ô×ù,CRT,11h56m7s,11.93527778,-19h53m50s,-19.89722222,11,11.8,0.8,13.7,5.3,2.5,15,"very faint, pretty large, irregular figure","vF, pL, iF"
3982,NGC3982,NGC3982,,,IV 62,6,,Gxy,Gxy,SBb,´óÐÜ×ù,UMA,11h56m28s,11.94111111,+55h7m30s,55.125,11,11.8,0.8,12.5,2.3,2,48,"bright, pretty large, round, gradually then suddenly brighter middle and disc","B, pL, R, g, sbM disc"
3983,NGC3983,NGC3983,,,III 343,15,,Gxy,Gxy,S0-a,Ê¨×Ó×ù,LEO,11h56m23.6s,11.93988889,+23h52m5s,23.86805556,14,14.9,0.9,12.7,1.1,0.3,114,"considerably faint, considerably small, round, pretty suddenly brighter middle","cF, cS, R, psbM"
3984,NGC3984,NGC3984,,,,16,,Gxy,Dup,S0,´óÐÜ×ù,UMA,11h55m36.3s,11.92675,+29h59m45s,29.99583333,12.7,13.7,1,13.1,1.4,1.2,30,"pretty faint, very small, round, brighter middle","eF, S, R, bM"
3985,NGC3985,NGC3985,,,III 707,13,,Gxy,Gxy,SBm,´óÐÜ×ù,UMA,11h56m41.5s,11.94486111,+48h20m8s,48.33555556,12.5,13.2,0.7,12.4,1.3,0.8,73,"very faint, considerably small, another suspected","vF, cS, another suspected"
3986,NGC3986,NGC3986,,,,16,,Gxy,Gxy,S0-a,´óÐÜ×ù,UMA,11h56m44.2s,11.94561111,+32h1m17s,32.02138889,12.7,13.6,0.9,13.4,3.1,0.7,110,"faint, pretty large, a little extended, brighter middle, 12th magnitude star to west","pF, S, pmE 90¡ã ¡À, * 11 nr"
3987,NGC3987,NGC3987,,,III 323,15,,Gxy,Gxy,Sb,Ê¨×Ó×ù,LEO,11h57m20.9s,11.95580556,+25h11m43s,25.19527778,12.9,13.9,1,12.7,2.2,0.4,58,"faint, much extended","F, mE"
